segment_id,segment_name,corridor_id,corridor_name,period_start,period_end,source_mode,vehicle_count_semantics,calculation_mode,quality_status,tsp_kg_h,nox_kg_h,so2_kg_h,hc_kg_h,co_kg_h,co2_kg_h,ch4_kg_h,n2o_kg_h,car_vehicles_h,motorcycle_vehicles_h,bus_vehicles_h,truck_vehicles_h,car_vkt_km_h,motorcycle_vkt_km_h,bus_vkt_km_h,truck_vkt_km_h,observed_at,processed_at,calculation_version,source_cameras,source_streams,source_observation_count,observation_duration_seconds,calculation_metadata
SEG-0082,Jalan Brigadir Jenderal Katamso,SEG-0082,Jalan Brigadir Jenderal Katamso,2026-09-11T09:32:00+00:00,2026-09-11T09:33:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.019420919999999998,0.07635347999999999,0.0013302000000000001,0.5773068000000001,2.1815279999999997,338.40288,0.0226134,0.000292644,36.0,108.0,0.0,0.0,26.604,79.812,0.0,0.0,2026-09-11T09:32:36.095844+00:00,2026-09-11T09:33:20.867613+00:00,2,"[""atcs_mantrigawen""]","[""default""]",1,300.0,"{""stream_durations_seconds"": {""default"": 300.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.739, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""3293aad54f575f78591b2cdd0f09b53de8dbd8cff2426a777fa6bffec230bba5"", ""selection_note"": null}"
SEG-0135,Jalan Kenari,SEG-0135,Jalan Kenari,2026-09-11T09:32:00+00:00,2026-09-11T09:33:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.031682,0.06730599999999999,0.0014308,0.8336600000000001,2.4236000000000004,464.28,0.035186,0.00033580000000000003,20.0,180.0,0.0,0.0,14.6,131.4,0.0,0.0,2026-09-11T09:32:36.102947+00:00,2026-09-11T09:33:20.718818+00:00,2,"[""atcs_amongrogo_timur""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.73, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""1d94686f920a0b826021eb1525d77bb8126350dd45945529b7059aef361fa894"", ""selection_note"": null}"
SEG-0002,Jalan Kyai Mojo,SEG-0002,Jalan Kyai Mojo,2026-09-11T09:31:00+00:00,2026-09-11T09:32:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.010486,0.055212000000000004,0.0008988000000000001,0.3381200000000001,1.4552000000000003,204.156,0.012626000000000002,0.00019260000000000002,40.0,80.0,0.0,0.0,21.400000000000002,42.800000000000004,0.0,0.0,2026-09-11T09:31:27.871629+00:00,2026-09-11T09:32:20.892369+00:00,2,"[""atcs_kiai_mojo""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.535, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""a22b18ed88b84b538484299b2fdd681b6b4c2017ec911510c17afc2b8699cd6d"", ""selection_note"": null}"
SEG-0028,Jalan Margo Utomo,SEG-0028,Jalan Margo Utomo,2026-09-11T09:31:00+00:00,2026-09-11T09:32:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-11T09:31:27.875973+00:00,2026-09-11T09:32:21.044666+00:00,2,"[""atcs_tugu""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.746, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""fdbaec741a9f1309dc736be0304e25c0dfb0b101f58aa5c5e960dcb8bdff3967"", ""selection_note"": null}"
SEG-0058,Jalan Margo Mulyo,SEG-0058,Jalan Margo Mulyo,2026-09-11T09:31:00+00:00,2026-09-11T09:32:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.0675672,0.2640648,0.013084799999999999,1.414512,4.47816,824.92896,0.058768799999999996,0.00094752,60.0,380.0,20.0,0.0,33.839999999999996,214.32,11.28,0.0,2026-09-11T09:31:27.866428+00:00,2026-09-11T09:32:20.495482+00:00,2,"[""malioboro_pajeksan_suryatmajan""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.564, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""60f269a469634003291becff68f724762faa57c972eb4057aaba9084f62df93c"", ""selection_note"": null}"
SEG-0063,Jalan Sultan Agung,SEG-0063,Jalan Sultan Agung,2026-09-11T09:31:00+00:00,2026-09-11T09:32:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-11T09:31:27.860825+00:00,2026-09-11T09:32:20.849327+00:00,2,"[""atcs_permata""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.859, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""b11df999b1d34867dab09484c0c01140c141d5bb8948303223303a15acb6a66f"", ""selection_note"": null}"
SEG-0128,Jalan Faridan Muridan Noto,SEG-0128,Jalan Faridan Muridan Noto,2026-09-11T09:31:00+00:00,2026-09-11T09:32:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.008549999999999999,0.07831799999999998,0.0011627999999999999,0.33858,1.8467999999999998,217.51199999999997,0.011286,0.00023939999999999996,60.0,60.0,0.0,0.0,34.199999999999996,34.199999999999996,0.0,0.0,2026-09-11T09:31:27.851554+00:00,2026-09-11T09:32:20.681314+00:00,2,"[""kotabaru_fm_noto_gardu""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.57, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""462ae780f3b49227878d28dbba7436c29d76578f1ec5fd267b83b5fe72bd438c"", ""selection_note"": null}"
SEG-0012,Jalan Cornelis Simanjuntak,SEG-0012,Jalan Cornelis Simanjuntak,2026-09-11T09:30:00+00:00,2026-09-11T09:31:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.042771,0.209721,0.0034661999999999996,1.3499100000000002,5.6286000000000005,808.992,0.051039,0.0007473000000000001,100.0,220.0,0.0,0.0,79.5,174.9,0.0,0.0,2026-09-11T09:30:34.267655+00:00,2026-09-11T09:31:20.835388+00:00,2,"[""atcs_terban_barat""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.795, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""0900c72f6aebc5b9b303e13b09b6c077b3a0ee2c99bca295863661b0f74e3c22"", ""selection_note"": null}"
SEG-0029,Jalan Yos Sudarso,SEG-0029,Jalan Yos Sudarso,2026-09-11T09:30:00+00:00,2026-09-11T09:31:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.0204624,0.1077408,0.00175392,0.659808,2.83968,398.39039999999994,0.0246384,0.00037583999999999995,60.0,120.0,0.0,0.0,41.76,83.52,0.0,0.0,2026-09-11T09:30:34.281768+00:00,2026-09-11T09:31:20.737343+00:00,2,"[""kotabaru_yos_sudarso""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.696, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""c96c437f26492c22c1106b7906451a765cd01759dca9795e9a24be310ac1f756"", ""selection_note"": ""duplicate_stream_camera_deduped"", ""dropped_cameras"": {""default"": [""kotabaru_wardhani""]}}"
SEG-0030,Jalan Suroto,SEG-0030,Jalan Suroto,2026-09-11T09:30:00+00:00,2026-09-11T09:31:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.010687199999999999,0.047742,0.00080592,0.3285,1.314,194.9976,0.0126144,0.0001752,40.0,100.0,0.0,0.0,17.52,43.8,0.0,0.0,2026-09-11T09:30:34.298800+00:00,2026-09-11T09:31:21.425895+00:00,2,"[""kotabaru_sajiono""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.438, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""f77309f904e225f72ba24906543bc66a6d3a5f3daf183a9afb3e778d78e22b2a"", ""selection_note"": null}"
SEG-0041,Jalan Haji Oemar Said Cokroaminoto,SEG-0041,Jalan Haji Oemar Said Cokroaminoto,2026-09-11T09:30:00+00:00,2026-09-11T09:31:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.0004476,0.08952,0.00116376,0.17904,1.7903999999999998,142.33679999999998,0.0031332,0.0002238,60.0,0.0,0.0,0.0,44.76,0.0,0.0,0.0,2026-09-11T09:30:36.621893+00:00,2026-09-11T09:31:21.341389+00:00,2,"[""atcs_bpk""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.746, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""82b5cce05daf5d7cae76ffe763315802c74f1af1ea54013b065eb68b26256c6d"", ""selection_note"": null}"
SEG-0046,Jalan Malioboro,SEG-0046,Jalan Malioboro,2026-09-11T09:30:00+00:00,2026-09-11T09:31:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.0105672,0.0695436,0.0010852799999999999,0.366996,1.74216,227.052,0.0131376,0.00022848,40.0,60.0,0.0,0.0,28.56,42.839999999999996,0.0,0.0,2026-09-11T09:30:36.630737+00:00,2026-09-11T09:31:21.288417+00:00,2,"[""malioboro_depan_dprd""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.714, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""0782b4bb10b75b8adc7ab7642bcd47ceeb64e3b0d02cd45205a98d914406a195"", ""selection_note"": ""duplicate_stream_camera_deduped"", ""dropped_cameras"": {""default"": [""malioboro_utara_inna""]}}"
SEG-0061,Jalan Bhayangkara,SEG-0061,Jalan Bhayangkara,2026-09-11T09:30:00+00:00,2026-09-11T09:31:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.022811400000000003,0.10712020000000001,0.0017875600000000003,0.7110220000000002,2.9081200000000003,424.212,0.027080200000000006,0.0003868600000000001,60.0,140.0,0.0,0.0,40.02,93.38000000000001,0.0,0.0,2026-09-11T09:30:34.323797+00:00,2026-09-11T09:31:21.804369+00:00,2,"[""atcs_pkumuh""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.667, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""1bcf9385435dd75003ff0b3787e97c95c24523394da99109d29c66710d51278b"", ""selection_note"": null}"
SEG-0062,Jalan Panembahan Senopati,SEG-0062,Jalan Panembahan Senopati,2026-09-11T09:30:00+00:00,2026-09-11T09:31:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.0323904,0.065856,0.00142464,0.84672,2.4192000000000005,470.13120000000004,0.03588480000000001,0.0003360000000000001,20.0,200.0,0.0,0.0,13.440000000000001,134.4,0.0,0.0,2026-09-11T09:30:34.318325+00:00,2026-09-11T09:31:21.633615+00:00,2,"[""malioboro_nol_km_timur""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.672, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""791ccfe80424277235af52e90e07335c1f115ee6c9ec5b3ef980bec16ef6d761"", ""selection_note"": null}"
SEG-0083,Jalan Brigadir Jenderal Katamso,SEG-0083,Jalan Brigadir Jenderal Katamso,2026-09-11T09:30:00+00:00,2026-09-11T09:31:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.027934199999999996,0.2140144,0.014366160000000001,0.252738,1.1676199999999999,187.88336,0.009607,0.0005912,20.0,40.0,20.0,0.0,14.78,29.56,14.78,0.0,2026-09-11T09:30:34.293227+00:00,2026-09-11T09:31:21.726350+00:00,2,"[""atcs_ibu_ruswo""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.739, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""a9c380b96ece335057a48c44df3a0c79f367b865e3acdf8046c306d0c22aa99e"", ""selection_note"": ""duplicate_stream_camera_deduped"", ""dropped_cameras"": {""default"": [""atcs_gondomanan""]}}"
SEG-0128,Jalan Faridan Muridan Noto,SEG-0128,Jalan Faridan Muridan Noto,2026-09-11T09:30:00+00:00,2026-09-11T09:31:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.020063999999999995,0.20554199999999997,0.0030095999999999994,0.8356199999999999,4.7652,543.78,0.027132,0.0006155999999999999,160.0,140.0,0.0,0.0,91.19999999999999,79.8,0.0,0.0,2026-09-11T09:30:34.305149+00:00,2026-09-11T09:31:20.602197+00:00,2,"[""kotabaru_fm_noto_raminten""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.57, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""dc0022e62a855e65e32aceb0e07b8a2f22e9dc4ce6286e5f9567c180cd0bca26"", ""selection_note"": null}"
SEG-0003,Jalan Magelang,SEG-0003,Jalan Magelang,2026-09-11T09:29:00+00:00,2026-09-11T09:30:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.0037044,0.08629880000000001,0.00117992,0.24558800000000003,1.8384800000000001,174.5184,0.006448400000000001,0.00023324,60.0,20.0,0.0,0.0,41.160000000000004,13.72,0.0,0.0,2026-09-11T09:29:34.894324+00:00,2026-09-11T09:30:21.402496+00:00,2,"[""atcs_borobudur_plaza""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.686, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""1356a4a5e32fb25275109bff9ad6c76922daae33bb020b44ed7cefc376b0448e"", ""selection_note"": null}"
SEG-0013,Jalan Persatuan,SEG-0013,Jalan Persatuan,2026-09-11T09:29:00+00:00,2026-09-11T09:30:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.0035428200000000008,0.06155958,0.00132342,0.14360340000000002,1.0220748000000002,101.93786400000002,0.003912720000000001,0.000154536,162.0,66.0,0.0,6.0,22.194000000000003,9.042000000000002,0.0,0.8220000000000001,2026-09-11T09:29:34.884053+00:00,2026-09-11T09:30:20.527376+00:00,2,"[""atcs_mirota""]","[""default""]",1,600.0,"{""stream_durations_seconds"": {""default"": 600.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.137, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""b982812ab4b82bfa1ec1e17ee153ee345a8f9cd2ea2c005dfc15580002fd081f"", ""selection_note"": null}"
SEG-0016,Jalan Jendral Sudirman,SEG-0016,Jalan Jendral Sudirman,2026-09-11T09:29:00+00:00,2026-09-11T09:30:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.021386400000000003,0.20381400000000002,0.009053040000000002,0.44059200000000004,2.5808400000000002,306.74208000000004,0.014311200000000001,0.00057084,72.0,60.0,12.0,0.0,48.24,40.2,8.040000000000001,0.0,2026-09-11T09:29:34.904331+00:00,2026-09-11T09:30:20.765670+00:00,2,"[""atcs_gramedia""]","[""default""]",1,300.0,"{""stream_durations_seconds"": {""default"": 300.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.67, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""11123b8291f6262847cf0e59321376069106ce398f78c8be53f00dfaed94ae00"", ""selection_note"": null}"
SEG-0045,Jalan R.E. Martadinata,SEG-0045,Jalan R.E. Martadinata,2026-09-11T09:29:00+00:00,2026-09-11T09:30:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.1832688,0.9324432000000001,0.036504,3.495024,10.198656,2023.70688,0.14545439999999998,0.0025272000000000007,60.0,580.0,0.0,40.0,56.160000000000004,542.88,0.0,37.440000000000005,2026-09-11T09:29:34.870956+00:00,2026-09-11T09:30:21.204728+00:00,2,"[""atcs_wirobrajan""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.936, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""3e8e6690298793c4769c16988d91324947f380022b5c16b2a78bd7b0daed25eb"", ""selection_note"": null}"
SEG-0053,Jalan Melati Wetan,SEG-0053,Jalan Melati Wetan,2026-09-11T09:29:00+00:00,2026-09-11T09:30:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.004935360000000001,0.09852096,0.0013595520000000002,0.29612160000000004,2.123136,207.28512000000003,0.008101440000000001,0.000270048,60.0,24.0,0.0,0.0,46.56,18.624000000000002,0.0,0.0,2026-09-11T09:29:37.312540+00:00,2026-09-11T09:30:21.461956+00:00,2,"[""atcs_apmd""]","[""default""]",1,300.0,"{""stream_durations_seconds"": {""default"": 300.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.776, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""ddcbf1d4c42cd702a47523f486feeb47317afbdda6ffef54e48513ddc798d21d"", ""selection_note"": null}"
SEG-0058,Jalan Margo Mulyo,SEG-0058,Jalan Margo Mulyo,2026-09-11T09:29:00+00:00,2026-09-11T09:30:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.05933279999999999,0.29711519999999997,0.01128,1.1753760000000002,3.535152,681.4473600000001,0.048616799999999995,0.0008234399999999999,40.0,320.0,0.0,20.0,22.56,180.48,0.0,11.28,2026-09-11T09:29:34.889350+00:00,2026-09-11T09:30:20.447853+00:00,2,"[""malioboro_pasar_beringharjo""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.564, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""6b7a92387ea64188bba9e1814cde6bd8906c0ca634f855be917a18b6789b2dd6"", ""selection_note"": null}"
SEG-0064,Jalan Suryopranoto,SEG-0064,Jalan Suryopranoto,2026-09-11T09:29:00+00:00,2026-09-11T09:30:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.00010280000000000002,0.020560000000000002,0.00026728,0.041120000000000004,0.41120000000000007,32.690400000000004,0.0007196000000000001,5.140000000000001e-05,20.0,0.0,0.0,0.0,10.280000000000001,0.0,0.0,0.0,2026-09-11T09:29:34.864257+00:00,2026-09-11T09:30:20.921614+00:00,2,"[""atcs_sentul""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.514, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""1009541748d218106c9408f68f56b9320b346cad113ef524dbb54c2f8affc1a5"", ""selection_note"": null}"
SEG-0076,Jalan Kolonel Sugiono,SEG-0076,Jalan Kolonel Sugiono,2026-09-11T09:29:00+00:00,2026-09-11T09:30:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.032489399999999995,0.0598926,0.0013494,0.837666,2.3043599999999995,462.1176,0.035811,0.00032178,12.0,156.0,0.0,0.0,10.379999999999999,134.94,0.0,0.0,2026-09-11T09:29:37.306731+00:00,2026-09-11T09:30:20.380414+00:00,2,"[""atcs_jokteng_wetan""]","[""default""]",1,300.0,"{""stream_durations_seconds"": {""default"": 300.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.865, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""a2386aadc608dd620b782209be42bc2cfae9d7ad311e0ddc56352190c56ab462"", ""selection_note"": null}"
SEG-0079,Jalan Perintis Kemerdekaan,SEG-0079,Jalan Perintis Kemerdekaan,2026-09-11T09:29:00+00:00,2026-09-11T09:30:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.004452119999999999,0.04342158,0.00265518,0.0407664,0.28161,34.093584,0.00123372,0.00011532599999999999,12.0,6.0,6.0,0.0,5.364,2.682,2.682,0.0,2026-09-11T09:29:34.850057+00:00,2026-09-11T09:30:21.370821+00:00,2,"[""atcs_gambiran_barat""]","[""default""]",1,600.0,"{""stream_durations_seconds"": {""default"": 600.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.447, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""78beab743d24c70346824bfc1cd33c14c03077348a5b2a8fde0e51afcfcfef06"", ""selection_note"": null}"
SEG-0112,Jalan Sisingamangaraja,SEG-0112,Jalan Sisingamangaraja,2026-09-11T09:29:00+00:00,2026-09-11T09:30:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.01421544,0.16930356,0.006816419999999999,0.3314994,2.2546619999999997,240.80023200000002,0.00967116,0.000460254,48.0,24.0,6.0,0.0,46.608,23.304,5.826,0.0,2026-09-11T09:29:34.857993+00:00,2026-09-11T09:30:21.536640+00:00,2,"[""atcs_karang_tunggal2""]","[""default""]",1,600.0,"{""stream_durations_seconds"": {""default"": 600.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.971, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""5cf72ff0cefe67dd893896fad928bd866f28110f92ec61f8d630ee3e2ad2ae13"", ""selection_note"": null}"
SEG-0130,Jalan Ahmad Jajuli,SEG-0130,Jalan Ahmad Jajuli,2026-09-11T09:29:00+00:00,2026-09-11T09:30:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.0156366,0.20174280000000003,0.0028820399999999998,0.7297080000000001,4.53768,487.494,0.0223818,0.0005825400000000001,180.0,120.0,0.0,0.0,91.98,61.32,0.0,0.0,2026-09-11T09:29:34.899423+00:00,2026-09-11T09:30:21.306549+00:00,2,"[""kotabaru_ahmad_jazuli""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.511, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""d0cfb1b3b6e3ea5164c4d2b44d7bb2b98fdf88b8bbb981d1c2f17b14a79de626"", ""selection_note"": null}"
SEG-0135,Jalan Kenari,SEG-0135,Jalan Kenari,2026-09-11T09:29:00+00:00,2026-09-11T09:30:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.00438,0.179434,0.0023943999999999997,0.43654,3.7084,324.996,0.009928000000000001,0.0004672,120.0,20.0,0.0,0.0,87.6,14.6,0.0,0.0,2026-09-11T09:29:34.877405+00:00,2026-09-11T09:30:20.595893+00:00,2,"[""atcs_amongrogo_timur""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.73, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""688e6fd9615aae57d4afbeeff483467d3ba635cf1e108aec7c8f240d7c8d2062"", ""selection_note"": null}"
SEG-0002,Jalan Kyai Mojo,SEG-0002,Jalan Kyai Mojo,2026-09-11T09:28:00+00:00,2026-09-11T09:29:00+00:00,LIVE,snapshot_occupancy,live_occupancy_estimate,estimated,0.013589,0.165315,0.0023754,0.61525,3.745,408.312,0.019153000000000003,0.00048150000000000005,140.0,100.0,0.0,0.0,74.9,53.5,0.0,0.0,2026-09-11T09:28:35.051472+00:00,2026-09-11T09:29:20.826357+00:00,2,"[""atcs_kiai_mojo""]","[""default""]",1,180.0,"{""stream_durations_seconds"": {""default"": 180.0}, ""emission_factor_set"": ""proposal_tier2_g_per_vehicle_km_v1"", ""control_efficiency_percent"": 0.0, ""road_length_km"": 0.535, ""volume_basis"": ""occupancy_extrapolation"", ""flow_exit_policy"": null, ""observation_signature"": ""1689cfb8c615b151bbad37d9ab3f634c94ba058e4ac0106153841c52f9dff51e"", ""selection_note"": null}"
